,username,beername,user_rating,user_review
4325,colts9016,Gumballhead,4.28,"Review: 2009
Name: Gumballhead
Brewery: 3 Floyds
Location: Munster, IN
Style: Pale Wheat Ale
A.B.V. 5.6%
Date: 15 Nov 2023
I am drinking Gumballhead today using a Weizen Glass. I served it at 42 degrees. The pour created a foamy, creamy, two-fingered, bright white head with above-average retention. The color is straw yellow with golden hues charting around S.R.M. 4. The beer is crystal clear. The dissipation left loads of lacing on the glass. The appearance is above average for this style. 
The first aromas are wheat, light citrus, light hops, and biscuity. Swirling the glass a few more times, I smell banana, yeast, grapefruit, melon, peaches, and grass. 
The flavors are wheat, lightly toasted malts, grapefruit, floral, peaches, biscuity, citrus, and grass. 
The mouthfeel is creamy, finishing smooth. The body is medium-light with medium carbonation. 
I tried to track this beer down for a while but got it after Christmas. This is one of the most refreshing Pale Wheat beers that I have consumed thus far. The hop presence gives the beer balance and depth. I seriously wish I lived closer to get a case of this for summer camping."
4326,mcgiants,Gumballhead,4.15,"12 oz can poured into a tulip glass.

Nice brownish yellow with quarter inch head (that dissipates quickly). Smell is fairly sweet but this does not really come through in the taste. Very interesting & unique beer. A wheaty feel but definitely has a hop presence. Pretty mild and easy overall. 
Nice."
4327,JDUBWA412,Gumballhead,5,different but i like it
4328,BuxMontBeerLover,Gumballhead,4.15,"Part of the 3 Floyd’s variety pack. Purchased at Bound Beverage, Warrington, PA.

Pours a semi-opaque stray yellow color. A one finger, whiteish head on the initial pour. Nice, stringy lacing left on the glass during the sampling.

A traditional IPA aroma. Piney with a mild sweetness.

An easy drinking beer. Very smooth with an earthy taste mixed with an IPA style backbone. Piney, hoppy aftertaste. ABV is not noticeable.

Thin to medium consistently. Mild carbonation.

Overall, a very tasty, easy drinking wheat IPA. A beer that is not overpowering but gives you a nice hoppy experience. Well done…cheers!"
4329,MrOH,Gumballhead,4,"Slightly hazy, dirty yellow, dense white head, splotchy lace
Grapefruit and orange hop aroma
Grapefruit and mandarin orange hops, slight caramel and wheat malt
Medium light bodied and appropriately carbonated
Dang good wheat"
4330,Bluerabbitbell,Gumballhead,4.25,"9/15/23 Poured from a 12 oz can purchased from Washington Beer Store.

Beautiful, slightly cloudy yellow with some lacing.

Pine, lemon rind.

Nicely complex and very drinkable. Smooth and nicely balanced!"
4331,Weisenbeer,Maudite,4.46,"Was surprised to see that this is this Brewers most popular beverage.... I had never heard of it, it came in a variety pack .... It is indeed very good ABV very well hidden and potentially dangerous."
4332,BJB13,Maudite,4.27,"12 ounce bottle poured into a Tulip.
Best by 5/16/25

L: Hazy chestnut brown, lively pour, fairly persistent off-white head.
S: Nose opens malty, bready, then a bit vinous, spice, cinnamon maybe, some fruity yeast esters.
T: Rich but attenuated and semi-dry, spicy and sweet yeast flavor, dark sugars, low sweetness and bitterness, has a woody tang.
F: Highly carbonated and crisp, medium bodied, feel softens and becomes a little frothy as the carbonation dissipates and it warms.
O: Good balance of rich malt, opening sweetness and dryness on the back."
4333,Caoimhin,Maudite,3.37,"Look - effervescent, caramel color

Smell - malt and alcohol

Taste - sweet malt, alcohol, barely perceptible hops

Feel - medium/heavy body, high carbonation

Overall - I have drunk this beer on and off since the early 1990's probably because I like the name. I am not a fan of Dubbels for the most part and this one is no exception. This beer is still worth buying and better than most, but overall I would not give it an outstanding."
4334,dank203,Maudite,4,"Pours murky brown with billowing tan head. Aroma of banana, black pepper, nutmeg, and dates. Taste includes candied dark fruits, spices and a boozy warming finish. Wet and pillowy mouthfeel."
4335,JZH1000,Maudite,3.99,"12oz bottle best by February 2nd 2026

On the pour 3 fingers of fluffy off white head formed on top of a dark reddish brown, and hazy body. Over a couple minutes the head fades to a 0.5cm covering. Sporadic lacing forms.

Aroma is a bit hollow on the first impression. There is a strange almost metallic or mineralic earthiness, before a sweet caramel malt comes though and some nice Belgian yeast spiciness. There is a bit of a funk.

Flavor is very nice with a slight bitterness along with a bready pumpernickel maltiness. The spicy yeast comes in strong with cloves vanilla and cinnamon, not to mention the actual spices that were used during brewing. Then a nice fade into a mellow, sweet, and almost mulled malty finish that is slightly chocolate. The bitterness fades fast.

The feel on this beer is full, but dry, and surprisingly drinkable for the abv. The 8% still makes itself known, but in a friendly relaxing way. Super smooth and cozy. It reminds me of the holidays.

Overall this was a nice surprise. Easy drinking and mellow for this style of beer. Full flavor and cozy comforting maltiness, but no clear alcohol burn make this very nice as a beer after a long day at work."
4336,Wattie83,Maudite,3.58,"12oz bottle poured into a goblet glass. Off white head falls to a light cap. Rich brown color with carbonation rising to the top. Smell is vinous at first. Then aromas of fresh baked brown bread. Taste is malty, bready, some caramel, a bit of dark fruit. Taste is fairly light and fades away in the finish. Feel is light, well carbonated. Overall, this is good, but flavors kind of fade too quickly."
4337,MaltsOfGlory,Saison Dupont,3.82,"16oz can

Pours a finger of fizzy white head into my teardrop glass. Retention is average. Lacing is pretty good. Body is deep gold - nearly orange, pretty cloudy, with a good amount of nucleation when held to the light. Looks fine.

Nose has plenty of clove and banana, some bread hiding underneath, no pepper. Definitely a perceived sweetness, and it leans towards the richer, fuller side of the spectrum - almost hef territory. Smells good.

Clove is very present on the flavor. Banana, some bread. Vey yeasty, almost musty. The beer certainly isn’t as bright as most saisons. Tastes decent.

Carbonation is medium, not very high for a saison, but I don’t mind too much. Medium bodied, that malt certainly has some weight to it. Definitely some sweetness in the middle of the palate, finishes dry. Bitterness is on the lower side, but adequate. Drinks a lot heavier than most saisons, not as crisp, I guess it makes sense for a beer pushing 7%, but still. Mouthfeel is nice enough.

Drinkability is fine.

Overall not really what I want out of a saison. Not sure if it’s quite off-style, but it’s certainly more unusual."
4338,Grax,Saison Dupont,3.73,"Fruity, malty head, rather faint, some bananas and clove. Body has a spicy, herbaceous kick, followed by cloves, banana, and hefeweisen-esque sweetness. Waiting in the mouth, it develops a more creamy texture and some bitterness. Enjoyable and solid beer."
4339,Caoimhin,Saison Dupont,4.26,"Look - cloudy, effervescent, light lacing

Smell - funky wild yeast

Taste - crisp bitterness, light malt, wild yeast, some pepper

Feel - like drinking champagne, highly carbonated

Overall - outstanding beer, well-earned reputation as a great saison"
4340,HipCzech,Saison Dupont,4.14,"Serving: 750 ml bottle (“bottled on 01 24 23”) poured into a 14 oz Rastal Teku glass.

Appearance: Hazy golden yellow with a rocky head of sudsy white bubbles and clumpy lace.

Smell: Straw, hay, black pepper, cloves and slight banana on the nose.

Taste: Straw, hop and yeast spice continue atop a clean malt base with subtle grain sweetness, refined bitterness and a crisp, dry finish.

Mouthfeel: Light body filled out by lively carbonation.

Overall: At once refreshing and drinkable while also deeply complex and characterful."
4341,Wattie83,Saison Dupont,4.44,"11.2 oz bottle poured into a chalice glass. Hazy blonde color with big white head that lasts for a while. Smell is a bit funky, hay, green apple, spicy hop. Taste is tart, fruity (apples again, pear), clove, musty. Feel is light, well carbonated, and dry in the finish. The tartness really hits in the back of your tongue. Overall, outstanding beer that is loaded with character and just hits the spot."
4342,AnyBeerULike,Saison Dupont,3.92,"Pours a slightly cloudy dark golden color. White fluffy head formation with good retention. Spicy, banana on the nose. Fruity, banana, clover taste. High carbonation mouthfeel. Great rendition of the style!"
4343,JonnoWillsteed,Obsidian Stout,4.12,"L- Pours black with a fat cocoa brown head.
S- Clear cocoa and a hint of coffee.
T- Punchy yet dry. Makes me spontaneously sneeze! :) Mercifully there is no wall of lactose coming in - which I'm so tired of in other many heftier stouts these days. Deeply roasty-toasty, charring, some more coffee notes. It's punchy yet very elegantly put together. 
F- It remains slightly to the dryer side, and I like it for that. Pretty full-on despite not having mega ABV%; ideal for slow sipping.
O- Lovely, well put together, elegant. For those who wish for a little more hop-punch that a typical Stout, whilst not getting at all shouty or out of balance. I'd happily drink it again.
Bought from Beerforce, Singapore 355ml bottle(d on 06/06/23) - S$9.50"
4344,Franziskaner,Obsidian Stout,3.81,"Black in color with no light penetration. There’s a half inch inch of creamy brown on top. Moderate, soapy lacing is present. The aroma is of sweet black malt and black licorice. I’m tasting plum and raisins. The mouth is dry and dense."
4345,Kevin_5280,Obsidian Stout,4.39,"Poured from a 12-oz bottle to a pint glass.

Look: pours black like Guinness, about a half inch tan head. 

Smell: Coffee and chocolate more than anything else.

Taste: Follows the nose; lots of chocolate and coffee up front, with some hoppy bitterness afterwards. A really nice balance overall.

Feel: More carbonation than I expected, but a ""full"" mouthfeel overall.

Overall: A really good stout, nice to sip on a cold day. The higher abv gives it a ""warming"" sense, especially after a couple."
4346,Grax,Obsidian Stout,4.71,"Aroma is extremely enticing roasted malt and espresso with cacao, and the body delivers on that promise. A roasted punch loaded with espresso, strong cacao, very bitter and even a slight minty twinge to it on the back end. Probably the best straightforward stout I've had."
4347,2Amazing,Obsidian Stout,5,"I like dark beers. I tried Coors Light...... once. Budwieser. Shitz. And the cheap ones make me ill. For me the yummy beers are dark, darker and darkest. Obsidian Stout tastes great and is definitely not less filling. I'm a one and done beer drinker so this one is perfect for me. If this beer isn't sold in Germany, it should be. I would take this beer over any Hefeweizen any day.

I noticed the label on the bottle I have is different from the label on the above photo however, the name is the same: Deshits, its dark and smelly too. It definitely tastes better than the Deshits name would suggest. I really like this beer."
4348,davidward,Obsidian Stout,4,"A very good traditional style stout. Pours a dark hue. It has robust, rich flavors of dark chocolate, roasted malt and licorice. I was fortunate to have it at the brewery itself."
4349,BeerGeekExtraordinaire,Obsidian Stout,4,"Rated the same way I do Untappd. 

Poured into a tulip glass. 

Very dark in color. Tan head 

Coffee and subtle chocolate aroma. 

It's an ""old school"" stout. No big adjuncts. Big roasty character with espresso notes. But it doesn't finish with the really assertive coffee bitterness. It finishes a bit more smooth. I think maybe there are some chocolate notes that are helping accomplish that. Quite enjoyable. I tried it with some gouda cheese and it worked really well."
4350,BEER-NICK,Obsidian Stout,4.5,Great beer!
4351,MaddDoGG5150,Obsidian Stout,3.97,"Appearance: Pours a black cola color with brown hues. A small, khaki colored foam head. Lacks retention.

Aroma: Roasted malts, peanut shells, and bread. 

Taste: Roasted malts and a nice bitter hoppy bite up front, coffee, molasses, and a little bit of chocolate in the middle. Slightly biscuity and fades into a milder bitterness that lingers around in the finish. 

Overall: this is a pretty decent stout. The taste is surprisingly complex for the rather simple aroma."
4352,Sigmund,Double IPA,3.5,"Shared bottle at local tasting, thanks to gunnar. ABV is 8.5%. Golden colour, huge white head. Sweetish aroma of malts and orange marmalade. Distinctly hoppy flavour throughout, very bitter finish. Maybe not very complex, but good."
4353,VoodooBear,Double IPA,3.62,"Presentation: 12 oz. can, served in a Samuel Adams pint glass.

Appearance: One finger head that sticks around for a while and leaves some good lacing. Cloudy, dark gold color.

Smell: Dank, musky hop aroma, some fresh citrus peel with faint malt and grain notes in the background.

Taste: Bitter, but not overwhelmingly so. It has more of a juicy, fruity, sweet citrus character which is nice. A faint, piney aftertaste remains.

Mouthfeel: Smooth and medium bodied with medium high carbonation.

Overall: Nothing new or groundbreaking here, which is fine. A solid DIPA and a damn good beer."
4354,jacobdunne,Double IPA,4.45,There’s a simultaneous malt & fruity kick on each sip. The piney aftertaste is blatant and incredible. Yummy beer!
4355,HorseheadsHophead,Double IPA,4.25,"L: Hazy orange with a rocky white head. Medium-plus retention. A thin film hangs out forever. Rings of lacing are left behind.

S: Huge yellow grapefruit and tangerine aromas; spraying oils, juicy flesh, and bitter pith. Some ripe mango and pineapple, honey and caramel, and massive pine sap and dankness.

T: Orange creamsicle, yellow grapefruit peel, honey, toasted white bread, overripe mango, pine resin finish. Moderately sweet, although the finish grows crisp. Moderate lingering bitterness.

F: Medium-plus, well-carbonated, smooth, creamy, and well-rounded. Finishes slightly sticky and resinous, but fairly clean for the style.

O: A superb example of West Coast Double IPA. A delicious hoppy offering."
4356,2beerdogs,Vintage Ale,4.09,"2005 Bottle
Notes from 12/2011"
4357,Humanusfermentum,Vintage Ale,3.91,{2018 Vintage Ale}
4358,elNopalero,Vintage Ale,5,"Review 3000!

Enjoyed at the end of 2022
Bottle no. 143884

Pours a wonderful caramel-burgundy with a thick layer of cocoa colored foam on top. The aroma is fantastic, with layers of stone fruit, plummy jammy raisin with hints of dark chocolate, leather, and tobacco on the end. The sip follows, creamy, with a lingering finish. Subtly sweet, with an effervescence that keeps it lively. A delightful sipper. Utterly fantastic."
4359,REVZEB,Vintage Ale,4.66,"Had 2010 bottle that has been cellared 12 years. At last I finally got to try this one, only took coming to London itself! Pours dark brown and murky with a short lived tan cap. Nose has a sherry note to it, the wife say cognac, either way this sweeter booziness is met with caramel, oxidized apricot, date, barley, and leather. Taste adds a bevy of dark fruit, golden raisin and a kiss of fresh cut hay on the end with the old yeast. So luxuriously smooth, sneaky light, quenching, and dry with a whisper of resin. This one is special for its style. Paired wonderfully with a pub sunday roast"
4360,MadMadMike,Vintage Ale,4.21,"2019 vint, bottle 06240. 
Poured at fridge temp into a snifter. 
There’s a casual head that lasts only a little while. Color is dark amber.
Smell is sweet malt, stone fruit, light caramel.
Taste is cherry-ish, sweet toffee. Hops are evident, but balance well within the overall profile. No real bitterness to be found.
Feel is light carbonation, smooth.
Overall, despite being bottle conditioned, I can’t imagine that anything else would develop by cellaring this beauty any longer. It’s packaging, presentation, look, feel and taste are spot-on right now."
4361,robotic_being,Vintage Ale,4.21,2016 Vintage drank in 2022. Amazingly rich flavor and solid carbonation. Complex and delicious!
4362,ChrisCage,Vintage Ale,4.5,"2021 Vintage, bottle #139563....

A- Pours a lovely orange hued dark bronze color, is semi opaque, and the head, which is about two fingers thick, shows a shade of creamy white with toffee infusion. The carbonation appears to be somewhat mellow, with only a few columns slumbering there way upward, with the lacing showing rather well and stickily. I am being painted a grouping of cave art like animals around the inside of the glass....very nice looking overall!

S- Heavy malt profile here, with plenty of caramel/toffee sweetness, dark fruit flesh, such as plum and fig richness, various citrus nuances (tangerine, blood orange, grapefruit, pomello), and a sweet alcoholic nature, of rum soaked raisins. The finish has some interesting fruity bitter hops, which would explain what I read about the experimental CF182 variety being used here....I even detect some pineapple tropical like aromas on the end!

T- Very well balanced overall, with a wonderful blend of toffee/caramel malt sweetness, rummy raisin/plum/fig richness, slight orchard fruitiness. After I get through all of this, my palate is hit once again by a second round of malt bomb....full of sweet cooked brown sugar, dark toffee, molasses, sugarcane, and dulce de leche. The finish showcases some very British flavors found in traditional pale ales.....zesty citrus peel, tropical fruitiness and dry leafy herbal tones, quenching the palate and leading me on to want more!

M/O- I,ve enjoyed aged vintages from Fullers before and this is the first time I've had one right after release....I have to say that I am impressed with the overall flavors and richness for something so ""fresh"". The carbonation is smooth and allows the full flavors to release onto the palate gently, while the body is somewhere in the medium-full range. The alcohol is incredibly well hidden and soft for an 8.5% brew, but I don't believe this would be something with a high drinkability factor....one is plenty in a sitting. I appreciate the usage of experimental hops and the attempt to create something unique, which I think fits the bill here.....overall this is an exceptional English style Pale Ale, and would become a great Old Ale after several years of aging!"
4363,RaulMondesi,Vintage Ale,4.18,"This one isn’t hog wild - and it isn’t supposed to be. But what I feel, what it does to me is remind me of a gentle moment. A moment with her; not the one that was meant for me, but one that still gave me that night and made me feel. I’ll always remember you, baby, even if you aren’t in my trophy case.

Be well, my children."
4364,Alieniloquium,Vintage Ale,3.39,"500 mL bottle. Vintage 2020. Pours murky amber. Smells of... cardboard right off the bat. Spicy hops with some berry fruitiness behind it. Deep caramel undertones. Tastes of sweet caramel with a combination of spicy and, again, berry fruity hops. Cardboard isn't as noticeable here, as it's got a pronounced hop bitterness. Still has a little bit, though. Medium heavy, fairly sweet. Not boozy, but hits hard after a few sips. I picked this up because I haven't seen one in a long time. My memory of this is fonder than the current experience."
4365,steverx8,Vintage Ale,4.34,"2021 vintage excellent
2017 vintage"
4366,bmaslakov,Vintage Ale,4.37,"Teste licorice, smoke, sweet pastry. Smells berries. Light carbonation, small head. Color is cloudy black tea."
4367,Sabtos,Vintage Ale,4.24,"Beautifully clear copper-red under a well-retaining khaki head that slowly settles to an unevenly bubbly yet flat collar.

While it may be mildly unfair for me to rate this 2010 bottle straight up, it's clearly intended for extensive aging, which I don't feel caused it much detriment anyway.

That said, it exhibits distinct characteristics of grape and prune, and as such lands well within the intended range of emulating wine. These characteristics are accented by softly light notes of pumpernickel and melba toast before exhaling floral tobacco.

The body is smoothly slick with a lightly soft carbonation that fines out into a faintly tingling, slightly numbing, semi-dry finish. Over time, that leafy, floral tobacco verges into cigar skin to delicately dry the palate out further."
4368,jjamadorphd,Big Black Voodoo Daddy,4.48,"I was expecting to get a very booze-forward stout, but instead I ended up drinking a well-balanced, and at times almost something akin to a dessert beer. Great dark looking beer, the smell was malty and sweet to match the taste. Mouthfeel was medium-bodied but smooth and overall this ended up being something very good, after letting it sit a year (I should mention...)"
4369,StonedTrippin,Big Black Voodoo Daddy,4.24,"easily the best beer ive had from these guys so far, this one from the can, a sturdy and complex imperial stout with a lot of layers to it and no barrel ageing despite it having some definite woodiness and maturity to it, impressive in its quality, hopefully a sign of things to come from these guys, who have been totally hit or miss for me so far. black indeed in the glass, viscous and sticky looking, and without much head, but this doesnt need more bubbles and its not all that sweet as these go. its a treat for the senses, notes of licorice, raisin, and smoke in the aroma, fudge brownie, espresso, and butter roasty notes in the flavor, cigar, black pepper, toffee, brown sugar, and light vanilla weave in and out as well, and this ends up being quite complex as they go, and exceedingly well refined for its size, it almost makes me wonder how some of their other, seemingly easier to make styles, can be so pedestrian or even off. nice chocolate wrinkle to this, both milk and dark and very organic seeming, perhaps also some rye spice or something in the mash, this has more earthy intensity to it than a lot of these, and there is some mellowing oak character as well but without being barrel aged which is cool. black fig, black coffee, and smoke to close, smooth and long in body and aftertaste, it hides its strength pretty well, and on the whole this is really pretty great. i wish these guys well in boise!"
4370,BuxMontBeerLover,Big Black Voodoo Daddy,4.24,"Purchased at Wegmans, Warrington, PA. 4pk/12oz cans.

As expected, this brew pours a jet, midnight, no moon black. A small, quickly fading beige head.

Aromas of sweet chocolate and malts.

An excellent imperial stout. A delicious and rich tasting brew with flavors of sweet chocolate, roasted malts, caramel, vanilla and a slightly bitter aftertaste. The ABV is well hidden but needs to be respected at 12%. A sipper and a one a night type of brew for me.

Very creamy, smooth mouthfeel with mild carbonation.

Overall, a great brew. As we head into Fall, this is the perfect beer to relax with, sip and savor. My first beer from Voodoo Brewing from my home state and I’m impressed. Would certainly seek out and purchase again…cheers!"
4371,tradershmulie,Big Black Voodoo Daddy,4.66,"Wow. 

Absolutely one of the most insane heads I've seen on a really cold stout. The head of three fingers just sat there. Bubbly beautiful light brown. The beer a much darker brown, but not too dark. 

Not much on the nose. 

Delicious. Smooth, creamy, a lot of good flavors, nothing overpowering. 

Great beer."
4372,buschbeer,Big Black Voodoo Daddy,4.13,"12 FL OZ can
Served in a pokal glass

This beer pours black and is topped with a minimal tan head.

I smell coffee, anise, chocolate, and vanilla. 

The taste starts sweet with cocoa and vanilla. I get some anise in the middle with black coffee. It finishes sweet again with the initial flavors.

Full bodied with a smooth mouthfeel

Solid beer. I can't believe it took me so long to try it."
4373,JayQue,Big Black Voodoo Daddy,4.17,"A very good RIS!!! Poured from a 12oz. can into a snifter, this beer featured a dense brown color and a surprisingly big frothy light tan/cream color head. Head retention was excellent for this strong a beer. Minimal lacing on the glass. Aroma and taste feature a rich, slightly sweet maltiness with lots of coffee and some chocolate in the flavor. Mouthfeel was rich and smooth with a little alcohol warming, but no harshness.This is one of the better RIS style beers I have had!!"
4374,JKENNEKE,Big Black Voodoo Daddy,4.18,April 2023.Athens.
4375,chinchill,Big Black Voodoo Daddy,4.24,"On tap at the Beer Station in SC. 

This near black stout has a very full body. Lots of chocolate in the nose and lingering chocolate notes in the aftertaste. Rich flavor."
4376,stevoj,Big Black Voodoo Daddy,4.01,"12oz can from Tavour. Near black pour, barely there beige head. Subtle aroma, roast malts, light chocolate. Taste brings subtle sweetness, dark chocolate, cocoa. Creamy feel, smooth. Not a lot of the ABV is apparent. Basic impy stout executed perfectly."
4377,micada,Stille Nacht,4.28,"Well balanced among Belgiany, tart, appley, malty goodness. Mouthfeel is creamy and fuller than you might imagine. Alcohol hides almost entirely despite being a wallop. I’d buy this again."
4378,Iamaskier,Stille Nacht,4.53,"L: Orange brown body, white loose frothy head. 
S: Fruity Belgian deliciousness! Apricot, candied orange peel, Belgian yeast, coriander, vanilla, a few floral notes. 
T: Candied orange peel, apricot, green apple and white grape, bright sweet and warm, a bit of peach and a touch of melon, yeast, honey, citrus, and coriander. 
F: Creamy, smooth, not boozy at all. 
O: It’s been many beers since a beer has stopped me in my tracks like this. There’s just so much here. The flavor of warmth in a bottle, without feeling warm, despite having such an ABV…. Subtle. Merry Christmas, god bless Belgium."
4379,orangejuiceclick,Stille Nacht,4.29,"Really enjoyed this. Sweet, with a coffee bitterness, hint of candy floss in the aftertaste"
4380,beergoot,Stille Nacht,4.03,"Hazy, dirty apricot yellow body; excellent head, white, dense and lasting; sticky rings of foam cascade down the inside of the glass. Little aroma; dense, earthy sweetness; very mild note of spiciness. Candi sugar sweetness infused with cardamom and ginger; honey and sweet barley; light graininess; well-hidden booziness; slight note of pear and orange; yeasty. Heavy body; thick and sticky; coats the palate.

This is a phenomenal holiday beer, rich and flavorful. I suspect a different glass and a bit of warmth on the beer may open the aroma some. Regardless, a fine sweet, spicy, estery, boozy holiday delight.

Pouring temperature: 43 °F; bottling info: ST NACHT BOTTLED 2020****
Source: local purchase (Coaltrain Fine Wine, Craft Beer & Spirits)"
4381,GuyFawkes,Stille Nacht,4.25,"2019 vintage; drank on draft 12/5/23 @ the Hopleaf. 

Mostly opaque orange/brown appearance. 

Big khaki head; strong, frothy lacing remained. 

Mulled wine, mild toffee & nutmeg notes in the nose. 

Creamy, medium thick mouthfeel. 

Nutmeg, cream & mulled wine flavors. 

Christmas themed in more than just name; a very nice holiday treat. I'd have another."
4382,ScruffySouthpaw,Stille Nacht,4.29,"Served in a Tulip glass from the bottle. 

Appearance: Hazy brown colored body with a white head which comes off very foamy with an initial rise of over one fingers length off the body.

Smell: bland aroma of caramel and malt. It's almost the fermentation smell when you visit a brewery. Not the most pleasant but the worst. 

Taste: Complex toffee and vanilla with a mild cinnamon notes. Very addicting taste. Think of barley and honey meshed to with the above to make an addicting brew which is hard to keep down. 

Mouth: medium to strong carbonation. Depends how long you let it sit for. Softens a bit after you let it settle. Sticky body which stays with you but not as super potent. 

Overall: a gem. Could use tweaking but honestly why mess with something that is not broken. Salud!"
4383,puboflyons,Stille Nacht,4.31,"2022 batch bottle. Sampled out of season on May 20, 2023.

Attractive cloudy looking orange-amber appearance underneath a boisterous, fluffy cream colored head that never quite dissipates. Lacing and legs.

Inviting aromas of Belgian yeast, dark bread crust, banana, grape, nutmeg, coriander, and just a whiff of that 12% alcohol.

Medium to full mouthfeel. Soft and delightful.

Sweet bread and ""Belgiany"" taste with bread, herbs and spices, maybe brown sugar, tannin, and a warming alcohol bite that keeps it mildly dry at the finish. I am drinking it in May but this is something I would enjoy as much on a cold winter night."
4384,MikeWard,Stille Nacht,4.37,"300ml bottle into a Brugges glass. 2018 release so over 4 years old.

Nice looking beer, amber/yellow body with a persistent bright white head. Sweet boozy aroma. Tastes outstanding, warming, fairly sweet with a full mouthfeel."
4385,Herbabee,Stille Nacht,4.5,"Nice to be sampling this seasonal upon the appropriate season... uneventful cap pry, pours a translucent limey-amber hue with effervescent capper, which dissipates into a gurgling ring and mists upon surface, slight but persistent carbonated bubbles abound... nose is of fruity esters and prominent yeasty-beasties... taste is indeed of tart apples, bitter grapefruit as the hop presence asserts itself, underscored by a certain not-domineering sweetness... swish of the tongue is complex, bittersweet, the rather potent ABV jabbing along the gumline... swallow is largely dry and fizzy, light but deep body, and a bittersweet finish as it descends down the throat. I'd easily label this Tripel-ish if under a blind taste test.

For a Holiday ale, i suppose i was expectant of a bit more sugar & spice, but it's quite a nice pairing with this winter chill."
4386,MonDak_Joe1953,Stille Nacht,4.19,"11.6oz bottle. No dating information found.
Cloudy, deep gold colored body. It took three pours, because of the rising head, to empty the bottle. The white head rises and then coalesces to a thick cap and ring.
Aroma of green apple and coriander. Expressive yeast.
Taste is a combination of flavors - dark fruit and green apple, toasted malt, and fruity hops (tangerine and lime). The malts hold the hops in the aftertaste.
Medium plus mouth feel. Has a certain stickiness, along with a sour cleansing bite). The head is forever, very supportive carbonation.
The brew balance allows for a open exploration of the nose and flavors - all of which are well expressed."
4387,EmperorBevis,Stille Nacht,4.22,"Bottled and purchased from Beermoth from Manchester city centre 
pours a warming if slightly hazy amber body with splatterings of white head 
aroma is candied peel
flavour is candied peel"
4388,Gatch,Ayinger Weizenbock,4.83,"Very excited to try this beer, which is one of the last Ayinger beers I haven't enjoyed. When the waiter dropped the daily specials menu on the table, I was pumped to see this vom fass. 0,33l pour “fassausschank” at the Ayinger Bräustüberl for €4,30. Here it’s listed as 7,0 Vol% and described as “top-fermented Weizenstarkbier.” ‘Tis the season. Pours a gorgeous cloudy golden-yellow with a massive, fluffy head. Nose is holiday spices, yeast, faint barn, and otherwise similar to a strong Hefe. Wow, the flavor is off the charts. Like a boozier quality Hefe with plenty of spiced yeast and fruit. So creamy and rich yet insanely drinkable. Smooth, fresh, approachable. What a beer. This brewery continues to astound and impress. Wow.

After enjoying lunch at the Braustuberl the day after Thanksgiving 2023, I walked down to the brewery and snagged a 0,33l bottle dated 16.11.23 (a week old!) at the Ayinger Getrankemarkt for the outrageous price of 0,85 euro! This is a Hefe on steroids. Pours a thick, opaque golden-orange. My palate isn't sophisticated enough to discern the complexity of this beer, but all I know is that it's world-class. Likely the greatest example of the style that I've come across. Candied fruits, freshly ground aromatic spices, sugary booze. There's so much more here but I fail to find words. It goes down like a beer have its strength. Wow. Just wow. Ayinger is the best brewery in Germany. I'm sticking with that statement."
4389,mpruden,Ayinger Weizenbock,4.17,"Poured from a 500 ml bottle into a tall wheat beer glass.

Look: Cloudy honey-colored, with a massive cream that dissipated only very slowly, leaving some lacing.

Nose: Bread, clove.

Mouthfeel: Medium, appropriate for style, adequate carbonation.

Attack: Malt depth, clove, dried stone fruit — maybe apricot, alcohol evident but not overpowering. The flavor even deepens further as it warms, and a little banana emerges.

Finish: A little bitterness — just enough for the style, alcohol warming.

Overall: A fine example of this style, and a very nice pairing for the chicken curry we’re enjoying with it."
4390,Bitburger,Ayinger Weizenbock,4.25,Great example of the style. Medium to high carbonated with a long lasting foam head. No lacing. Super zesty and crispy mouthfeel and aroma. Pleasant aftertaste!
4391,Rug,Ayinger Weizenbock,4.07,"Well the back label unfortunately fell off of this one, so the bottling date is unknown. At least it’s a Weizenbock so even if it’s older it’s probably holding up pretty well. It’s always fun to try this style since you rarely see them, and this is one of the classic examples. Let’s crack it open

Pours a cloudy orange gold with 2 fingers of creamy off white head that slowly fades to a thin cap and leaves minimal lacing

The nose here is very bright, yet gentle at the same time. I’m picking up on aromas of orange zest, sweet homey, bready malt, overripe banana, clove, toasted grain, floral hops, toffee, and bubblegum

In taste it seems more raw and unrefined, leaning hard into the phenols. On the front end of the sip I’m tasting bready malt, sweet honey, clove, burnt sugar, bubblegum, earthy wheat, peppery hops, and light banana. The swallow brings notes of clove, banana bread, sweet honey, toffee, orange zest, black pepper, light toast, and earthy wheat

A medium body pairs with gentle carbonation, resulting in a creamy beer. Finishes neutral and balanced

It’s not the best example of the style, but still damn good. Worth trying if you’re into Weizenbocks"
4392,HoppingMadMonk,Ayinger Weizenbock,4.09,"Cloudy amber/orange appearance. 
Medium light carbonation with an above average body. Has a creamy thick feel which adds up to a really nice feel.
Aroma is banana, banana bread,clove,malt,bread,and earthy.
Taste is mildly sweet,banana bread,fresh banana, clove malt and bread.
Overall an excellent well done beer"
